乙酰半胱氨酸注射液|肝衰竭
镇咳宁口服液|咳嗽
镇咳宁口服液|气喘
镇咳宁颗粒|伤风咳嗽
镇咳宁颗粒|支气管炎
镇咳宁颗粒|哮喘
镇咳宁颗粒|咳
镇咳宁颗粒|咳嗽
桑菊感冒丸|风热感冒
桑菊感冒丸|头痛
桑菊感冒丸|咳嗽
桑菊感冒丸|咽痛
桑菊感冒丸|止咳
桑菊感冒丸|干
七味红花殊胜丸|肝病
七味红花殊胜丸|肝肿大
七味红花殊胜丸|消炎
七味红花殊胜丸|黄
七味红花殊胜丸|黄染
七味红花殊胜丸|食欲不振
七味红花殊胜散|肝病
七味红花殊胜散|肝肿大
七味红花殊胜散|消炎
七味红花殊胜散|黄
七味红花殊胜散|黄染
七味红花殊胜散|食欲不振
豨莶通栓胶囊|缺血性中风
豨莶通栓胶囊|脑梗塞
豨莶通栓胶囊|瘀血
豨莶通栓胶囊|半身不遂
豨莶通栓胶囊|麻木
豨莶通栓胶囊|歪斜
豨莶通栓胶囊|涩
羧甲司坦泡腾片|慢性支气管炎
羧甲司坦泡腾片|支气管哮喘
羧甲司坦泡腾片|粘液
羧甲司坦泡腾片|痰
羧甲司坦泡腾片|粘稠
羧甲司坦泡腾片|咳痰
羧甲司坦泡腾片|困难
羧甲司坦泡腾片|不全
盐酸班布特罗胶囊|败血症
盐酸班布特罗胶囊|烧伤
盐酸班布特罗胶囊|继发性感染
盐酸班布特罗胶囊|咽喉炎
盐酸班布特罗胶囊|咽喉脓肿
盐酸班布特罗胶囊|急性支气管炎
盐酸班布特罗胶囊|扁桃体炎
盐酸班布特罗胶囊|扁桃体周围炎
盐酸班布特罗胶囊|扁桃体周围脓肿
盐酸班布特罗胶囊|慢性支气管炎
盐酸班布特罗胶囊|支气管扩张
盐酸班布特罗胶囊|慢性呼吸道疾病
盐酸班布特罗胶囊|肺炎
盐酸班布特罗胶囊|肺脓肿
盐酸班布特罗胶囊|脓胸
盐酸班布特罗胶囊|肾盂肾炎
盐酸班布特罗胶囊|膀胱炎
盐酸班布特罗胶囊|前列腺炎
盐酸班布特罗胶囊|附睾炎
盐酸班布特罗胶囊|胆囊炎
盐酸班布特罗胶囊|胆管炎
盐酸班布特罗胶囊|腹膜炎
盐酸班布特罗胶囊|盆腔腹膜炎
盐酸班布特罗胶囊|脓肿
盐酸班布特罗胶囊|子宫附件炎
盐酸班布特罗胶囊|宫内感染
盐酸班布特罗胶囊|盆腔炎
盐酸班布特罗胶囊|子宫旁结缔组织炎
盐酸班布特罗胶囊|膜炎
盐酸班布特罗胶囊|颌关节炎
盐酸班布特罗胶囊|感染
盐酸班布特罗胶囊|扩张
消咳喘颗粒|咳嗽
消咳喘颗粒|慢性支气管炎
消咳喘颗粒|止咳
消咳喘颗粒|气喘
消咳喘颗粒|色白
清肺抑火胶囊|咳嗽
清肺抑火胶囊|口干咽痛
清肺抑火胶囊|大便干燥
清肺抑火胶囊|止咳
清肺抑火胶囊|痰
清肺抑火胶囊|口干
清肺抑火胶囊|咽痛
清肺抑火胶囊|干燥
益气复脉颗粒|冠心病
益气复脉颗粒|心绞痛
益气复脉颗粒|扩张型心肌痛
益气复脉颗粒|心悸
益气复脉颗粒|降低
益气复脉颗粒|痛
益气复脉颗粒|气短
稳心胶囊|心悸
稳心胶囊|头晕心悸
稳心胶囊|胸痛
稳心胶囊|心律失常
稳心胶囊|气短
稳心胶囊|乏力
稳心胶囊|头晕
稳心胶囊|胸闷
稳心片|心悸
稳心片|头晕心悸
稳心片|胸痛
稳心片|心律失常
稳心片|气短
稳心片|乏力
稳心片|头晕
稳心片|胸闷
三金胶囊|湿热
羧甲司坦口服溶液|慢性支气管炎
羧甲司坦口服溶液|支气管哮喘
羧甲司坦口服溶液|痰
羧甲司坦口服溶液|粘稠
羧甲司坦口服溶液|咳痰
羧甲司坦口服溶液|困难
知柏地黄颗粒|潮热盗汗
知柏地黄颗粒|口干咽痛
知柏地黄颗粒|耳鸣
知柏地黄颗粒|阴虚
知柏地黄颗粒|盗汗
知柏地黄颗粒|口干
知柏地黄颗粒|咽痛
清热八味散|咳嗽
清热八味散|痰
清热八味散|肝火
清热八味散|肋痛
复方甘草含片|咳
胆石利通胶囊|疼痛
胆石利通胶囊|胃脘痞满
胆石利通胶囊|厌食
胆石利通胶囊|气滞
胆石利通胶囊|油腻
复方贯众阿司匹林片|伤风感冒
复方贯众阿司匹林片|上呼吸道感染
复方贯众阿司匹林片|流行性感冒
复方贯众阿司匹林片|消炎
复方贯众阿司匹林片|感染
丙硫氧嘧啶肠溶片|毒性弥漫性甲状腺肿
丙硫氧嘧啶肠溶片|中度肿大
丙硫氧嘧啶肠溶片|肿大
盐酸哌替啶注射液|创伤性疼痛
盐酸哌替啶注射液|后疼痛
盐酸哌替啶注射液|内脏绞痛
盐酸哌替啶注射液|心源性哮喘
盐酸哌替啶注射液|肺水肿
盐酸哌替啶注射液|慢性重度疼痛
盐酸哌替啶注射液|剧痛
盐酸哌替啶注射液|疼痛
盐酸哌替啶注射液|绞痛
盐酸哌替啶注射液|止痛
盐酸哌替啶注射液|抑制
萘普生钠缓释片|类风湿性关节炎
萘普生钠缓释片|骨关节炎
萘普生钠缓释片|强直性脊柱炎
萘普生钠缓释片|痛风
萘普生钠缓释片|疼痛
萘普生钠缓释片|消炎
盐酸美沙酮片|疼痛
盐酸美沙酮片|咳嗽
知柏地黄胶囊|潮热盗汗
知柏地黄胶囊|口干咽痛
知柏地黄胶囊|耳鸣遗精
知柏地黄胶囊|阴虚
知柏地黄胶囊|盗汗
知柏地黄胶囊|口干
知柏地黄胶囊|咽痛
知柏地黄胶囊|耳鸣
知柏地黄胶囊|遗精
呋喃妥因肠溶胶囊|尿路感染
呋喃妥因肠溶胶囊|敏感
注射用紫杉醇脂质体|卵巢转移性癌
注射用紫杉醇脂质体|乳腺癌
注射用紫杉醇脂质体|细胞肺癌
济生肾气片|肾虚水肿
济生肾气片|消肿
济生肾气片|肾虚
济生肾气片|水肿
知柏地黄片|潮热盗汗
知柏地黄片|耳鸣遗精
知柏地黄片|口干
知柏地黄片|盗汗
知柏地黄片|耳鸣
知柏地黄片|遗精
复方二甲双胍格列吡嗪胶囊|糖尿病
氢溴酸西酞普兰胶囊|躯体疾病
氢溴酸西酞普兰胶囊|抑郁
氢溴酸西酞普兰胶囊|中风后抑郁
氢溴酸西酞普兰胶囊|焦虑症
氢溴酸西酞普兰胶囊|障碍
氢溴酸西酞普兰胶囊|慢性疼痛
氢溴酸西酞普兰胶囊|疼痛
口腔炎气雾剂|口腔炎
口腔炎气雾剂|口腔溃疡
口腔炎气雾剂|咽喉炎
口腔炎气雾剂|小儿口腔炎症
口腔炎气雾剂|消炎
口腔炎气雾剂|止痛
口腔炎气雾剂|炎症
酒石酸长春瑞滨软胶囊|细胞肺癌
盐酸托烷司琼片|恶心
盐酸托烷司琼片|呕吐
盐酸昂丹司琼胶囊|恶心呕吐
盐酸昂丹司琼胶囊|恶心
盐酸昂丹司琼胶囊|呕吐
注射用盐酸格拉司琼|恶心
注射用盐酸格拉司琼|呕吐
盐酸托烷司琼胶囊|癌症
盐酸托烷司琼胶囊|恶心
盐酸托烷司琼胶囊|呕吐
木香顺气颗粒|恶心
木香顺气颗粒|嗳气
木香顺气颗粒|湿
木香顺气颗粒|腹胀痛
复方颠茄维B6片|恶心
复方颠茄维B6片|头晕
复方颠茄维B6片|减轻
复方颠茄维B6片|困倦
复方颠茄维B6片|不良反应
甲磺酸托烷司琼片|癌症
甲磺酸托烷司琼片|恶心
甲磺酸托烷司琼片|呕吐
甲磺酸托烷司琼注射液|癌症
甲磺酸托烷司琼注射液|恶心
甲磺酸托烷司琼注射液|呕吐
石榴健胃丸|消化不良
石榴健胃丸|腹泻
石榴健胃丸|食欲不振
药用炭胶囊|腹泻
药用炭胶囊|胀气
非洛地平缓释胶囊|高血压
可乐定控释贴|高血压病
刺五加胶囊|失眠
刺五加胶囊|肾阳虚
刺五加胶囊|体虚
刺五加胶囊|乏力
刺五加胶囊|食欲不振
刺五加胶囊|酸痛
刺五加胶囊|多梦
复方雪胆呋喃唑酮胶囊|便秘
复方雪胆呋喃唑酮胶囊|腹腔炎症
复方雪胆呋喃唑酮胶囊|肝胆疾病
复方雪胆呋喃唑酮胶囊|紊乱
复方雪胆呋喃唑酮胶囊|腹痛
复方雪胆呋喃唑酮胶囊|炎症
复方雪胆呋喃唑酮胶囊|食欲不振
吲达帕胺缓释胶囊|原发性高血压
吲达帕胺缓释胶囊|高血压
盐酸尼卡地平缓释片|高血压
盐酸尼卡地平缓释片|心绞痛
乳糖酸克拉霉素片|下呼吸道感染
乳糖酸克拉霉素片|支气管炎
乳糖酸克拉霉素片|肺炎
乳糖酸克拉霉素片|上呼吸道感染
乳糖酸克拉霉素片|咽炎
乳糖酸克拉霉素片|鼻窦炎
乳糖酸克拉霉素片|软组织感染
乳糖酸克拉霉素片|毛囊炎
乳糖酸克拉霉素片|组织炎
乳糖酸克拉霉素片|丹毒
乳糖酸克拉霉素片|性感染
乳糖酸克拉霉素片|局部感染
乳糖酸克拉霉素片|混合感染
乳糖酸克拉霉素片|十二指肠溃疡
乳糖酸克拉霉素片|牙源性感染
乳糖酸克拉霉素片|敏感
乳糖酸克拉霉素片|感染
乳糖酸克拉霉素片|弥散
乳糖酸克拉霉素片|减少
乳糖酸克拉霉素片|溃疡
盐酸雷尼替丁泡腾片|良性胃溃疡
盐酸雷尼替丁泡腾片|十二指肠溃疡
盐酸雷尼替丁泡腾片|溃疡
盐酸雷尼替丁泡腾片|食管炎
盐酸雷尼替丁泡腾片|性溃疡
胃康灵片|瘀血
胃康灵片|胃脘疼痛
胃康灵片|嗳气
胃康灵片|急慢性胃炎
胃康灵片|胃十二指肠溃疡
胃康灵片|止血
胃康灵片|止痛
胃康灵片|疼痛
胃康灵片|反酸
胃康灵片|溃疡
胃康灵丸|瘀血
胃康灵丸|胃脘疼痛
胃康灵丸|嗳气
胃康灵丸|慢性胃炎
胃康灵丸|十二指肠溃疡
胃康灵丸|止血
胃康灵丸|止痛
胃康灵丸|疼痛
胃康灵丸|溃疡
复方枸橼酸铋钾甲硝唑胶囊|十二指肠溃疡
复方枸橼酸铋钾甲硝唑胶囊|浅表性胃炎
复方枸橼酸铋钾甲硝唑胶囊|萎缩性胃炎
复方枸橼酸铋钾甲硝唑胶囊|慢性胃炎
复方枸橼酸铋钾甲硝唑胶囊|溃疡
复方碳酸氢钠颠茄胶囊|十二指肠溃疡
复方碳酸氢钠颠茄胶囊|慢性胃炎
复方碳酸氢钠颠茄胶囊|溃疡
硫糖铝分散片|慢性胃炎
硫糖铝分散片|胃酸过多
硫糖铝分散片|胃痛
硫糖铝分散片|胃灼热
硫糖铝分散片|烧心
硫糖铝分散片|反酸
银杏叶颗粒|瘀血
银杏叶颗粒|中风
银杏叶颗粒|冠心病
银杏叶颗粒|心绞痛
银杏叶颗粒|脑梗塞
银杏叶颗粒|半身不遂
丹参口服液|血瘀
丹参口服液|冠心病心绞痛
丹参口服液|气滞
丹参口服液|胸闷
丹参口服液|刺痛
丹参口服液|心绞痛
盐酸二甲双胍胶囊|减轻
肝达康片|慢性乙型肝炎
肝达康片|性肝炎
肝达康片|血瘀
肝达康片|腹胀
肝达康片|脾虚
肝达康片|疲乏
肝达康片|纳差
肝达康片|淡
肝达康片|涩
金芪降糖颗粒|糖尿病并发症
金芪降糖颗粒|糖尿病
金芪降糖颗粒|气虚
金芪降糖颗粒|口渴
金芪降糖颗粒|气短
金芪降糖颗粒|乏力
注射用盐酸高血糖素|糖尿病
注射用盐酸高血糖素|低血糖
注射用盐酸高血糖素|刺激
注射用盐酸高血糖素|反应
注射用盐酸高血糖素|抑制
香砂平胃散|消化不良
香砂平胃散|胀痛
冻干人用狂犬病疫苗|糖尿病
冻干人用狂犬病疫苗|早期糖尿病
替加氟胶囊|消化道肿瘤
替加氟胶囊|胃癌
替加氟胶囊|结肠癌
替加氟胶囊|胰腺癌
替加氟胶囊|乳腺癌
替加氟胶囊|支气管肺癌
替加氟胶囊|原发性肝癌
替加氟胶囊|肿瘤
替加氟注射液|消化道肿瘤
替加氟注射液|胃癌
替加氟注射液|直肠癌
替加氟注射液|胰腺癌
替加氟注射液|肝癌
替加氟注射液|乳腺癌
替加氟注射液|肿瘤
注射用氟罗沙星|肺炎
注射用氟罗沙星|皮肤软组织感染
注射用氟罗沙星|败血症
注射用氟罗沙星|妇科感染
注射用氟罗沙星|敏感
注射用氟罗沙星|感染
碳酸钙二甲硅油咀嚼片|慢性胃炎
碳酸钙二甲硅油咀嚼片|嗳气
碳酸钙二甲硅油咀嚼片|上腹疼痛
碳酸钙二甲硅油咀嚼片|不适
碳酸钙二甲硅油咀嚼片|烧心
碳酸钙二甲硅油咀嚼片|反酸
碳酸钙二甲硅油咀嚼片|疼痛
碳酸钙二甲硅油咀嚼片|饱胀
丹参合剂|心悸
丹参合剂|轻度冠心病
丹参合剂|心绞痛
丹参合剂|胸闷
丹参合剂|乏力
左西孟旦注射液|糖尿病周围神经病变
左西孟旦注射液|感觉异常
左西孟旦注射液|病变
左西孟旦注射液|异常
气滞胃痛片|胃脘疼痛
气滞胃痛片|止痛
气滞胃痛片|气滞
气滞胃痛片|胀满
气滞胃痛片|疼痛
虚寒胃痛胶囊|腹痛
虚寒胃痛胶囊|止痛
虚寒胃痛胶囊|脾虚
虚寒胃痛胶囊|隐痛
硫糖铝片|慢性胃炎
硫糖铝片|胃酸过多
硫糖铝片|胃痛
硫糖铝片|胃灼热
硫糖铝片|烧心
硫糖铝片|反酸
复方田七胃痛片|胃脘痛
复方田七胃痛片|胃酸过多
复方田七胃痛片|慢性浅表性胃炎
复方田七胃痛片|止痛
复方田七胃痛片|痛
硫糖铝颗粒|慢性胃炎
硫糖铝颗粒|胃酸过多
硫糖铝颗粒|胃痛
硫糖铝颗粒|胃灼热
硫糖铝颗粒|烧心
硫糖铝颗粒|反酸
注射用灯盏花素|中风后遗症
注射用灯盏花素|冠心病
注射用灯盏花素|心绞痛
注射用灯盏花素|止痛
小檗碱甲氧苄啶片|胃肠炎
小檗碱甲氧苄啶片|细菌性痢疾
小檗碱甲氧苄啶片|肠道感染
小檗碱甲氧苄啶片|敏感
小檗碱甲氧苄啶片|感染
丹七胶囊|血瘀
丹七胶囊|痛
丹七胶囊|眩晕头痛
丹七胶囊|经期腹痛
丹七胶囊|气滞
丹七胶囊|眩晕
丹七胶囊|头痛
丹七胶囊|腹痛
输血用氯化钠注射液|非酮症糖尿病昏迷
输血用氯化钠注射液|代谢性碱中毒
输血用氯化钠注射液|失水
输血用氯化钠注射液|低
输血用氯化钠注射液|高
输血用氯化钠注射液|昏迷
硫酸庆大霉素胶囊|痢疾
硫酸庆大霉素胶囊|肠炎
硫酸庆大霉素胶囊|肠道感染性疾病
硫酸庆大霉素胶囊|敏感
脑心通丸|中风
脑心通丸|心悸
脑心通丸|脑梗塞
脑心通丸|冠心病心绞痛属
脑心通丸|气虚
脑心通丸|半身不遂
脑心通丸|麻木
脑心通丸|口眼歪斜
脑心通丸|胸闷
脑心通丸|气短
脑心通丸|心绞痛
胃复春胶囊|胃癌癌
胃复春胶囊|病变
胃复春胶囊|胃癌
胃复春胶囊|慢性浅表性胃炎属脾胃
胃复春胶囊|虚弱
脑血康颗粒|中风
脑血康颗粒|高血压性脑出血后
脑血康颗粒|脑血肿
脑血康颗粒|脑血栓
脑血康颗粒|半身不遂
脑血康颗粒|口眼歪斜
脑血康颗粒|高血压
脑血康颗粒|血肿
阿司匹林肠溶片　|急性心肌梗死
阿司匹林肠溶片　|心肌梗死
阿司匹林肠溶片　|中风
阿司匹林肠溶片　|短暂性脑缺血
阿司匹林肠溶片　|继发脑卒中
阿司匹林肠溶片　|不稳定性心绞痛
阿司匹林肠溶片　|颈动脉内膜剥离
阿司匹林肠溶片　|静脉血栓
阿司匹林肠溶片　|肺栓塞
阿司匹林肠溶片　|冠心病
阿司匹林肠溶片　|糖尿病
阿司匹林肠溶片　|血脂异常
阿司匹林肠溶片　|高血压
阿司匹林肠溶片　|肥胖
阿司匹林肠溶片　|降低
阿司匹林肠溶片　|脑卒中
阿司匹林肠溶片　|心绞痛
阿司匹林肠溶片　|剥离
阿司匹林肠溶片　|血栓
阿司匹林肠溶片　|异常
脑血康丸|血瘀中风
脑血康丸|瘀斑
脑血康丸|高血压脑出血后
脑血康丸|脑血肿
脑血康丸|脑血栓
脑血康丸|血瘀
脑血康丸|半身不遂
脑血康丸|口眼歪斜
脑血康丸|高血压
脑血康丸|血肿
甘油果糖注射液|脑血管病
甘油果糖注射液|脑外伤
甘油果糖注射液|脑肿瘤
甘油果糖注射液|颅内炎症
甘油果糖注射液|脑水肿
甘油果糖注射液|炎症
甘油果糖注射液|增高
注射用维库溴铵|肌肉松弛
注射用维库溴铵|松弛
注射用甘氨双唑钠|阴道感染
注射用甘氨双唑钠|感染
注射用甘氨双唑钠|增多
利胆排石胶囊|胆道结石
利胆排石胶囊|胆道感染
利胆排石胶囊|胆囊炎
利胆排石胶囊|结石
利胆排石胶囊|感染
利胆排石散|胆道结石
利胆排石散|胆道感染
利胆排石散|胆囊炎
利胆排石散|结石
利胆排石散|感染
诺迪康片|硬化性心脏病心绞痛
诺迪康片|心绞痛
诺迪康片|心肌缺血心电图
诺迪康片|心悸
诺迪康片|高脂血症
诺迪康片|减少
诺迪康片|程度
诺迪康片|缩短
诺迪康片|胸闷
诺迪康片|气短
诺迪康片|乏力
诺迪康片|头晕目眩
脂必妥胶囊|阻滞
脂必妥胶囊|头晕
脂必妥胶囊|头痛
脂必妥胶囊|腹胀
脂必妥胶囊|高脂血症
脂必妥胶囊|硬化
脂必妥胶囊|气短
脂必妥胶囊|乏力
脂必妥胶囊|胸闷
四君子丸|气虚
抗骨增生颗粒|增生性脊椎炎
抗骨增生颗粒|肥大性胸椎炎
抗骨增生颗粒|肥大性腰椎炎
抗骨增生颗粒|颈椎综合症
抗骨增生颗粒|骨刺
抗骨增生颗粒|止痛
抗骨增生颗粒|增生
抗骨增生颗粒|肥大
利鲁唑胶囊|肌萎缩
利鲁唑胶囊|硬化症
利鲁唑胶囊|不适
利鲁唑胶囊|运动神经元疾病
盐酸罗匹尼罗片|高血压
盐酸罗匹尼罗片|心绞痛
盐酸罗匹尼罗片|胆固醇血症
盐酸罗匹尼罗片|混合型高脂血症
盐酸罗匹尼罗片|高
盐酸罗匹尼罗片|降压
盐酸罗匹尼罗片|增加
尿嘧啶替加氟胶囊|消化道肿瘤
尿嘧啶替加氟胶囊|胃癌
尿嘧啶替加氟胶囊|结肠癌
尿嘧啶替加氟胶囊|直肠癌
尿嘧啶替加氟胶囊|肝癌
尿嘧啶替加氟胶囊|胰腺癌
尿嘧啶替加氟胶囊|头颈部癌
尿嘧啶替加氟胶囊|肺癌
尿嘧啶替加氟胶囊|乳腺癌
尿嘧啶替加氟胶囊|肿瘤
护肝颗粒|慢性肝炎
护肝颗粒|早期肝硬化
护肝颗粒|降低
多糖铁复合物胶囊|单纯性缺铁性贫血
多糖铁复合物胶囊|贫血
联苯双酯胶囊|型肝炎
肿节风颗粒|肺炎
肿节风颗粒|阑尾炎
肿节风颗粒|癌症
肿节风颗粒|消肿
澳泰乐片|腹胀
澳泰乐片|恶心
澳泰乐片|乙型肝炎
澳泰乐片|慢性肝炎
澳泰乐片|疲乏
澳泰乐片|无力
澳泰乐片|油腻
澳泰乐片|纳呆
澳泰乐片|口苦
补中益气合剂|内脏下垂
补中益气合剂|乏力
补中益气合剂|下垂
甲硝唑注射液|厌氧菌感染
甲硝唑注射液|感染
替尼泊苷注射液|恶性淋巴瘤
替尼泊苷注射液|急性淋巴细胞白血病
替尼泊苷注射液|恶性肿瘤
替尼泊苷注射液|神经母细胞瘤
替尼泊苷注射液|胶质瘤
替尼泊苷注射液|细胞瘤
替尼泊苷注射液|瘤
替尼泊苷注射液|膀胱癌
注射用重组链激酶|急性心肌梗塞
注射用重组链激酶|血栓性疾病
利福平胶囊 |结核病
利福平胶囊 |结核性脑膜炎
利福平胶囊 |麻风
利福平胶囊 |非结核分枝杆菌感染
利福平胶囊 |严重感染
利福平胶囊 |脑膜炎
利福平胶囊 |不适
利福平胶囊 |结核
利福平胶囊 |感染
利福平胶囊 |无症状
异福胶囊|结核病
硫酸亚铁含片|慢性失血
硫酸亚铁含片|营养不良
硫酸亚铁含片|缺铁性贫血
硫酸亚铁含片|贫血
柏子养心片|心悸
柏子养心片|失眠
柏子养心片|虚寒
柏子养心片|多梦
柏子养心片|健忘
盐酸克林霉素阴道泡腾片|细菌性阴道病
盐酸克林霉素阴道泡腾片|老年性阴道炎
盐酸克林霉素阴道泡腾片|滴虫性阴道炎
盐酸克林霉素阴道泡腾片|淋病性阴道炎
盐酸克林霉素阴道泡腾片|杆菌性阴道炎
盐酸克林霉素阴道泡腾片|气肿性阴道炎
盐酸克林霉素阴道泡腾片|非特异性阴道炎
盐酸克林霉素阴道泡腾片|盆腔炎
盐酸克林霉素阴道泡腾片|尿道炎
盐酸克林霉素阴道泡腾片|附件炎
盐酸克林霉素阴道泡腾片|宫颈炎
盐酸克林霉素阴道泡腾片|慢性宫颈炎
盐酸克林霉素阴道泡腾片|宫颈糜烂
盐酸克林霉素阴道泡腾片|气肿
盐酸克林霉素阴道泡腾片|糜烂
异福酰胺胶囊|结核病
盐酸曲美他嗪缓释片|宫颈糜烂
盐酸曲美他嗪缓释片|宫颈炎
盐酸曲美他嗪缓释片|阴道感染
盐酸曲美他嗪缓释片|外阴瘙痒
盐酸曲美他嗪缓释片|性溃疡
盐酸曲美他嗪缓释片|宫颈息肉
盐酸曲美他嗪缓释片|尖锐湿疣
盐酸曲美他嗪缓释片|伤口
盐酸曲美他嗪缓释片|乳腺炎
盐酸曲美他嗪缓释片|乳头皲裂
盐酸曲美他嗪缓释片|皮肤伤口
盐酸曲美他嗪缓释片|病变
盐酸曲美他嗪缓释片|烧伤
盐酸曲美他嗪缓释片|肢体溃疡
盐酸曲美他嗪缓释片|褥疮
盐酸曲美他嗪缓释片|慢性炎症
盐酸曲美他嗪缓释片|坏死组织
盐酸曲美他嗪缓释片|脱落
盐酸曲美他嗪缓释片|炎症
盐酸曲美他嗪缓释片|口腔溃疡
盐酸曲美他嗪缓释片|糜烂
盐酸曲美他嗪缓释片|感染
盐酸曲美他嗪缓释片|增多
盐酸曲美他嗪缓释片|瘙痒
盐酸曲美他嗪缓释片|压迫
盐酸曲美他嗪缓释片|溃疡
盐酸曲美他嗪缓释片|息肉
盐酸曲美他嗪缓释片|止血
盐酸曲美他嗪缓释片|加速
盐酸曲美他嗪缓释片|皲裂
盐酸曲美他嗪缓释片|烧灼
盐酸曲美他嗪缓释片|坏死
注射用右雷佐生|女性转移性乳腺癌
注射用右雷佐生|减少
注射用右雷佐生|程度
丙硫氧嘧啶肠溶胶囊|毒性弥漫性甲状腺肿
丙硫氧嘧啶肠溶胶囊|中度肿大
丙硫氧嘧啶肠溶胶囊|肿大
草分枝杆菌F.U.36注射液|腰痛症
草分枝杆菌F.U.36注射液|性神经痛
草分枝杆菌F.U.36注射液|皮肤疾病
草分枝杆菌F.U.36注射液|湿疹
草分枝杆菌F.U.36注射液|皮炎
草分枝杆菌F.U.36注射液|荨麻疹
草分枝杆菌F.U.36注射液|瘙痒
草分枝杆菌F.U.36注射液|过敏性鼻炎
草分枝杆菌F.U.36注射液|亚急性视神经脊髓病
草分枝杆菌F.U.36注射液|疼痛
草分枝杆菌F.U.36注射液|异常
草分枝杆菌F.U.36注射液|腰痛
草分枝杆菌F.U.36注射液|神经痛
草分枝杆菌F.U.36注射液|知觉
盐酸奥昔布宁缓释片|尿失禁
盐酸奥昔布宁缓释片|尿急
盐酸奥昔布宁缓释片|尿频
醋酸地塞米松注射液|神经性皮炎
醋酸地塞米松注射液|性皮炎
醋酸地塞米松注射液|慢性湿疹
醋酸地塞米松注射液|脂溢
醋酸地塞米松注射液|湿疹
注射用膦甲酸钠|艾滋病
注射用膦甲酸钠|巨细胞病毒性视网膜炎
注射用膦甲酸钠|损害
注射用膦甲酸钠|单纯疱疹病毒性皮肤粘膜感染
注射用膦甲酸钠|感染
盐酸去氯羟嗪片|过敏性疾病
盐酸去氯羟嗪片|急慢性荨麻疹
磷酸哌嗪片|蛲虫感染
磷酸哌嗪片|感染
盐酸曲普利啶胶囊|过敏性鼻炎
盐酸曲普利啶胶囊|荨麻疹
盐酸曲普利啶胶囊|过敏性结膜炎
盐酸曲普利啶胶囊|皮肤瘙痒症
盐酸曲普利啶胶囊|结膜炎
羟乙基淀粉(200/0.5)氯化钠注射液|休克
羟乙基淀粉(200/0.5)氯化钠注射液|失血性休克
羟乙基淀粉(200/0.5)氯化钠注射液|创伤
羟乙基淀粉(200/0.5)氯化钠注射液|感染性休克
羟乙基淀粉(200/0.5)氯化钠注射液|烧伤
羟乙基淀粉(200/0.5)氯化钠注射液|不足
羟乙基淀粉(200/0.5)氯化钠注射液|感染
羟乙基淀粉(200/0.5)氯化钠注射液|减少
维A酸乳膏|寻常痤疮
维A酸乳膏|角化异常性疾病
维A酸乳膏|痤疮
维A酸乳膏|角化
维A酸乳膏|异常
克霉唑涂膜|体癣
克霉唑涂膜|股癣
克霉唑涂膜|手癣
克霉唑涂膜|足癣
丹参胶囊|冠心病
丹参胶囊|心绞痛
盐酸利多卡因葡萄糖注射液|心律失常
盐酸利多卡因葡萄糖注射液|急性心肌梗死后室性早搏
盐酸利多卡因葡萄糖注射液|心动过速
盐酸利多卡因葡萄糖注射液|类中毒
盐酸利多卡因葡萄糖注射液|失常
复方紫草油|止痛
复方紫草油|烫伤
碳酸钙泡腾颗粒|钙缺乏症
碳酸钙泡腾颗粒|手足抽搐症
碳酸钙泡腾颗粒|骨发育不全
碳酸钙泡腾颗粒|佝偻病
碳酸钙泡腾颗粒|疏松
碳酸钙泡腾颗粒|抽搐
碳酸钙泡腾颗粒|发育不全
碘佛醇注射液|增强
碘佛醇注射液|排泄
阿奇霉素细粒剂|中耳炎
阿奇霉素细粒剂|鼻窦炎
阿奇霉素细粒剂|咽炎
阿奇霉素细粒剂|扁桃体炎
阿奇霉素细粒剂|上呼吸道感染
阿奇霉素细粒剂|慢性支气管炎急性
阿奇霉素细粒剂|性肺炎
阿奇霉素细粒剂|下呼吸道感染
阿奇霉素细粒剂|软组织感染
阿奇霉素细粒剂|沙眼衣原体
阿奇霉素细粒剂|单纯性生殖器感染
阿奇霉素细粒剂|梅毒螺旋体
阿奇霉素细粒剂|敏感
阿奇霉素细粒剂|感染
琥珀酸舒马普坦胶囊|偏头痛
健儿消食合剂|损伤脾胃
健儿消食合剂|厌食
健儿消食合剂|损伤
健儿消食合剂|胀
健儿消食合剂|乏力
杞菊地黄片|眩晕耳鸣
杞菊地黄片|畏光
杞菊地黄片|眩晕
杞菊地黄片|耳鸣
杞菊地黄片|羞明
杞菊地黄片|流泪
黄连羊肝片|消炎
黄连羊肝片|止痛
黄连羊肝片|肝火
黄连羊肝片|羞明
黄连羊肝片|流泪
富马酸阿奇霉素胶囊|中耳炎
富马酸阿奇霉素胶囊|鼻窦炎
富马酸阿奇霉素胶囊|咽炎
富马酸阿奇霉素胶囊|扁桃体炎
富马酸阿奇霉素胶囊|上呼吸道感染
富马酸阿奇霉素胶囊|肺炎
富马酸阿奇霉素胶囊|下呼吸道感染
富马酸阿奇霉素胶囊|软组织感染
富马酸阿奇霉素胶囊|沙眼衣原体
富马酸阿奇霉素胶囊|单纯性生殖器感染
富马酸阿奇霉素胶囊|梅毒螺旋体
富马酸阿奇霉素胶囊|敏感
富马酸阿奇霉素胶囊|感染
养血安神糖浆|失眠
养血安神糖浆|心悸头晕
养血安神糖浆|多梦
